Code,Name,Batch,Stock,Deal,Free,Mrp,Rate,Exp,Company,Supplier,SupplierID
GSKAT,AUGMENTIN 625 MG DUO TABS,MB882,17,0,0,196.88,140.63,01-05-2021,GLAXOSMITHKLINE(FORTIOR),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,38
GSKAU,AUGMENTIN I.V  1.2 G,NT1359,9,0,0,137.63,98.31,01-05-2021,GLAXOSMITHKLINE(FORTIOR),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,38
GEBNE,BETNESOL-N E&E DROPS,GV154,225,0,0,15.06,10.76,01-05-2021,GLAXOSMITHKLINE(CTC TEAM),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,38
GECTT,CALPOL-T TABS,MA366,48,0,0,76.85,54.89,01-05-2021,GLAXOSMITHKLINE(FORTIOR),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,38
GECTT,CALPOL-T TABS,MA366,48,0,0,76.85,54.89,01-05-2021,GLAXOSMITHKLINE(FORTIOR),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,38
GEE5T,ELTROXIN 50MG TAB,NB384,80,0,0,78.33,55.95,01-05-2021,GLAXOSMITHKLINE(INGENIUM),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,38
GAFZC,FEFOL-Z CAP,M160,18,0,0,156.65,111.89,01-05-2021,GLAXOSMITHKLINE(INGENIUM),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,38
MERBE,BETAMIL GM CREAM,M09FR19070,50,0,0,27.22,19.45,01-05-2021,MERCK,HARI MARUTI AGENCIES  VIJAYAWADA,45
IHCRC,CHERI CAP,CHC19061,100,0,0,95,67.86,01-05-2021,INDCHEMIE HEALTH SPECIALITIES,INDCHEMIE HEALTH SPECIALTIES PHYDERABAD,77
IHCRS,CHERI SYR,CHS19232,390,5,1,150,107.14,01-05-2021,INDCHEMIE HEALTH SPECIALITIES,INDCHEMIE HEALTH SPECIALTIES PHYDERABAD,77
INTASCAL,CAL SHAKTI SMART,SY1204,19,9,1,650,520,01-05-2021,INTAS PHARMA (BOVICURRA),INTAS PHARMCEUTICALS LTD HYDERABAD,46
JBRAN,RANTAC  SYRUP,XRS9072,14,0,0,79.4,56.72,01-05-2021,J.B. CHE&PHARMA LIMITED,J.B.CHEMICALS AND PHARMA      SECUNDERABAD,12
GRODA,DYNAPAR  AQ AMP **,D105F148,40,5,1,30.42,21.73,01-05-2021,GENARAL COMPANY,LAKSHMI BALAJI AGENCIES       HYDERABAD,48
LGDWE,DEWAX EAR DROPS**,CDX448,-4,10,2,95.99,68.57,01-05-2021,LEGEND DRUGS & FORMS,LAKSHMI BALAJI CORPORATION VIJAYAWADA,10
USVGP,GLYCOMET-GP 1 FORTE TABS **,28020164,30,0,0,78.83,56.31,01-05-2021,USV PHARMA,LAKSHMI BALAJI CORPORATION VIJAYAWADA,10
UVSG2,GLYCOMET-GP 2 FORTE TABS **,28020072,20,0,0,99.74,71.24,01-05-2021,USV PHARMA,LAKSHMI BALAJI CORPORATION VIJAYAWADA,10
ECORT,OROFER XT TABS,E16GL19209,7,0,0,129.95,92.82,01-05-2021,EMCURE PHARMACEUTICALS LTD,LAKSHMI BALAJI CORPORATION VIJAYAWADA,10
NCTSS,TOSSEX SYP**,TWA9043,131,0,0,140.36,100.26,01-05-2021,ABBOT,LAKSHMI BALAJI CORPORATION VIJAYAWADA,10
FDZIS,ZIFI 100MG DRY SYRUP**,019L054,10,0,0,70.44,50.39,01-05-2021,F.D.C. INDIA LIMITED,LAKSHMI BALAJI CORPORATION VIJAYAWADA,10
FDZIS,ZIFI 100MG DRY SYRUP**,019L055,-2,0,0,70.44,50.39,01-05-2021,F.D.C. INDIA LIMITED,LAKSHMI BALAJI CORPORATION VIJAYAWADA,10
FDZIF,ZIFI 200MG TABS**,019L021,67,0,0,105.17,75.15,01-05-2021,F.D.C. INDIA LIMITED,LAKSHMI BALAJI CORPORATION VIJAYAWADA,10
FDZIF,ZIFI 200MG TABS**,019L053,3,0,0,105.17,75.15,01-05-2021,F.D.C. INDIA LIMITED,LAKSHMI BALAJI CORPORATION VIJAYAWADA,10
ZINCN,ZINCOVIT TABS**,ZVT19189,80,0,0,90,61.05,01-05-2021,APEX,LAKSHMI BALAJI CORPORATION VIJAYAWADA,10
ABBET,BETONIN SYRUP,BIB9041,27,10,1,132.83,94.89,01-05-2021,ABBOTT-1,LAKSHMI VENKATESWARA MEDICAL HALL GUNTUR,26
TIFSA,FEVASTIN AMP ***,TAB8N3,1,10,5,127.8,91.29,01-05-2021,TABLETS (INDIA) LTD,LAKSHMI VENKATESWARA MEDICAL HALL GUNTUR,26
WDTNS,T-MINIC SYRUP **,91214K,2,0,0,82.5,59.67,01-05-2021,WANDER LIMITED,LAKSHMI VENKATESWARA MEDICAL HALL GUNTUR,26
KAAFT,ANAFORTAN TAB**,KRE0189,4,0,0,107.85,77.04,01-05-2021,KHANDELWAL (RADON),LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA,56
INTHD,HIFENAC D TABS **,KY1297,20,0,0,89,63.57,01-05-2021,INTAS,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA,56
MLMXT,MACBERY-XT SYRUP,L1099030,178,10,1,99,70.71,01-05-2021,MACLEODS (PHARMA) DIVISION,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,5
MANDSR,RANIDOM DSR CAPS,F9ABS002,36,11,1,93.17,66.55,01-05-2021,MAGNET LABS PVT LTD (MANKIND),MAGNET LABS PVT LTD           HYDERABAD,72
MKMC2,MAHACEF CV-200MG TABS,A6AES024,21,0,0,135,96.43,01-05-2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD,67
MANMD,MANKINDS HEALTH OK DROPS,E0FNS021,30,11,1,50,33.9,01-05-2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD,67
MANSY,MANKINDS HEALTH OK SYRUP,3FAIS060,1,11,1,120,81.36,01-05-2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD,67
MANNEF,NEFROZON TABS,A8GKS042,3,0,0,99,70.71,01-05-2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD,67
MKAMS,APTIMUST SYRUP,A2AIS079,4,5,1,110,78.57,01-05-2021,MANKIND(FUTURE),MANKIND PHARMA (FUTURE)HYDERABAD,68
MANRO,RANIDOM-O SUSP,H6AIS129,14,11,1,119.16,85.11,01-05-2021,MANKIND(FUTURE),MANKIND PHARMA (FUTURE)HYDERABAD,68
MKAKE,ASTHAKIND EXP,A4AIS029,156,10,2,53.09,37.92,01-05-2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD,57
MKAKS,ASTHAKIND SYRUP,A3AIS101,64,10,2,70.85,50.61,01-05-2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD,57
MKAD6,ASTHAKIND-DX SYRUP,V3ABS043,120,5,1,56.35,40.25,01-05-2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD,57
MKBPF,BIOPREG-F TABS,A0HSS035,27,11,1,73.2,52.29,01-05-2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD,57
MKGCD,GUDCEF DROPS,B0AKS065,31,11,1,60.5,43.21,01-05-2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD,57
MKGDS,GUDCEF DRY SYRUP,B1AKS104,12,11,1,81,57.86,01-05-2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD,57
MANLT,TERBINAFORCE 500 TAB,D9HSS049,24,11,1,138.6,99,01-05-2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD,57
MKCC2,CEFAKIND-CV 250MG TABS,A0AES014,21,0,0,264,188.57,01-05-2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD,62
MKNKM,NUROKIND MORE TABS,E8AGS031,6,0,0,50,35.71,01-05-2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD,62
122288R,NUROKIND-500 TABS,C4AFS010,3,0,0,47.41,33.86,01-05-2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD,62
MANTC,TELMIKIND CT 40MG TABS,G4FZS010,61,0,0,78.65,56.18,01-05-2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD,62
MKUKT,UNWANTED-KIT,L7ALS043,25,1,4,385.89,275.64,01-05-2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD,62
MEEVL,EVION LC TAB,04BM19241,115,0,0,42.85,30.6,01-05-2021,MERCK,MERCK LIMITED                 HYDERABAD,49
MENBT,NEUROBIN FORTE TABS,M13PF19783,119,0,0,28.74,21.55,01-05-2021,MERCK,MERCK LIMITED                 HYDERABAD,49
MERPOL,OSTO POLYBION D SYRUP,M15CN19065,72,8,1,134.43,96.02,01-05-2021,MERCK,MERCK LIMITED                 HYDERABAD,49
MR1MD,MERIZYME DROPS,19200516,12,9,1,64.7,46.21,01-05-2021,MERCURY LABORATORIES LTD,MERCURY LABORATORIES          SECUNDRABAD,58
NUTAPT,APTAMIL 1 INFANT FORMULA,2002106911,19,0,0,705,543.14,01-05-2021,NUTRICIA (DEXOLAC),NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD,83
DEKNUT,DEXOLAC 1 INFANT  (JAR),2002176911,24,0,0,314,241.91,01-05-2021,NUTRICIA (DEXOLAC),NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD,83
NUTDEXOT2,DEXOLAC 1 INFANT  (JAR),2002066911,62,0,0,186,143.3,01-05-2021,NUTRICIA (DEXOLAC),NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD,83
DEKNUT,DEXOLAC 1 INFANT  (JAR),2002176911,24,0,0,314,241.91,01-05-2021,NUTRICIA (DEXOLAC),NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD,83
NUTDEXOT2,DEXOLAC 1 INFANT  (JAR),2002166911,-2,0,0,186,143.3,01-05-2021,NUTRICIA (DEXOLAC),NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD,83
NUTDX1,DEXOLAC 1 INFANT  (REF),2002186911,104,0,0,304,234.21,01-05-2021,NUTRICIA (DEXOLAC),NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD,83
NUTDX1,DEXOLAC 1 INFANT  (REF),2002186911,60,0,0,304,234.21,01-05-2021,NUTRICIA (DEXOLAC),NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD,83
NUTDXR,DEXOLAC 2 FOLLOW-UP  (REF),2002226911,60,0,0,304,234.21,01-05-2021,NUTRICIA (DEXOLAC),NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD,83
NUTDXR,DEXOLAC 2 FOLLOW-UP  (REF),2002236911,30,0,0,304,234.21,01-05-2021,NUTRICIA (DEXOLAC),NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD,83
NUTDA,DEXOLAC 3 FOLLOW FORMULA,2002096911,30,0,0,304,234.2,01-05-2021,NUTRICIA (DEXOLAC),NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD,83
NUTDA,DEXOLAC 3 FOLLOW FORMULA,2002256911,30,0,0,304,234.2,01-05-2021,NUTRICIA (DEXOLAC),NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD,83
PZBSC,BECOSULES CAP,92030411S,363,0,0,37.76,28.32,01-05-2021,PFIZER(TEAM 5 MAGANEM),PFIZER LIMITED HYDERABAD,9
GWAPS,ALEX-P SYRUP,11192406,7,14,1,82,58.57,01-05-2021,GLENMARK (RESPICARE),SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),14
GLEAF,ASCORIL FLU SYRUP,62190028,72,9,1,73.5,52.5,01-05-2021,GLNMARK(MAJESTA),SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),14
GLECANDID,CANDID TOTAL PLUS CREAM,34191843,78,5,1,96.5,68.93,01-05-2021,GLENMARK (DERMAX),SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),14
GLECANDID,CANDID TOTAL PLUS CREAM,34191847,-3,5,1,96.5,68.93,01-05-2021,GLENMARK (DERMAX),SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),14
GNTL2,TELMA-20MG TABS 15`S,18190776,2,0,0,59.89,42.78,01-05-2021,GLENMARK (ZOLTAN),SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),14
GLECAND2,XMET-TRIO 500/0.2/2,XTB19007,9,0,0,114,81.43,01-05-2021,GLENMARK (SYNERG),SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),14
SANFAMA,AMARYL MV2 TABS,AMC19036,2,0,0,176.4,126,01-05-2021,AVENTIS PHARMA,SANOFI INDIA LIMITED          HYDERABAD,40
PARM3,MOOV CREAM **,HA542,20,0,0,109,82.04,01-05-2021,PARAS PHARMACETICALS,SRI SHASTHA ENTERPRISES KHAMMAM,51
PERMOO,MOOV CREAM ADVANCE**,M1907,9,0,0,149,118.27,01-05-2021,PARAS PHARMACETICALS,SRI SHASTHA ENTERPRISES KHAMMAM,51
PARORS,ORS-L FOS APPLE**,JB0899,162,5,1,40,28.57,01-05-2021,PARAS PHARMACETICALS,SRI SHASTHA ENTERPRISES KHAMMAM,51
PARORS,ORS-L FOS APPLE**,JB08999,-162,5,1,40,28.57,01-05-2021,PARAS PHARMACETICALS,SRI SHASTHA ENTERPRISES KHAMMAM,51
GENOR,ORS-L PLUS APPLE**,JB01032,1,10,2,35,25,01-05-2021,PARAS PHARMACETICALS,SRI SHASTHA ENTERPRISES KHAMMAM,51
GENOR,ORS-L PLUS APPLE**,JB01136,-1,10,2,35,25,01-05-2021,PARAS PHARMACETICALS,SRI SHASTHA ENTERPRISES KHAMMAM,51
JUORS,ORS-L PLUS ORANGE**,SD00002,-135,5,1,40,28.57,01-05-2021,PARAS PHARMACETICALS,SRI SHASTHA ENTERPRISES KHAMMAM,51
RACD2,CEPODEM 200MG TABS,AA95822,38,0,0,167,119.29,01-05-2021,RANBAXY PHARMA,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,27
SUNDIPD,DIPROBATE ES PLUS OINTMENT,PSW0185,7,0,0,155,110.71,01-05-2021,RANBAXY PHARMA LIFE,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,27
SUNDIPD1,DIPROBATE G PLUS CREAM,PSW0184,15,0,0,78.75,56.25,01-05-2021,RANBAXY PHARMA LIFE,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,27
CLFCC,FUCIDIN CREAM,G93119,2,0,0,49.95,35.67,01-05-2021,RANBAXY (CROSLANDS),SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,27
CLFCC,FUCIDIN CREAM,G93219,75,0,0,49.95,35.68,01-05-2021,RANBAXY (CROSLANDS),SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,27
CLFD5,FUCIDIN OINTMENT,G95619,9,0,0,49.95,35.68,01-05-2021,RANBAXY (CROSLANDS),SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,27
RANMO,MOX REDIMIX DROPS,AB08477,100,9,1,53.75,38.39,01-05-2021,RANBAXY(MAXXIM),SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,27
UCAV2,AMPOXIN 250MG VIAL,2GJ3F008,-3,10,1,20.39,14.57,01-05-2021,TORRENT (UVA),TORRENT PHARMACEUTICALS LTD   HYDERABAD,24
TRRDA,DEPLATT A 150 TABS,2X84G001,45,0,0,68.15,48.68,01-05-2021,TORRENT PHARMA,TORRENT PHARMACEUTICALS LTD   HYDERABAD,24
TORRDA,DEPLATT A 75 TABS,2Z29F037,50,0,0,73.55,52.54,01-05-2021,TORRENT PHARMA,TORRENT PHARMACEUTICALS LTD   HYDERABAD,24
RPSMD,STEMETIL-MD TABS **,SEA9098,44,0,0,117.97,84.26,01-05-2021,NICHOLAS PIRAMAL INDIA LTD,TRINETRA PHARMA    HYDERABAD,29
H&HSUB1,EZHH CREAM,H015,25,0,0,299,213.57,01-05-2021,H&H PHARMA (DERMATOLOGY),VEGAVAAN PHARMA      SECUNDERABAD,30
H&HHLC,HHLITE CREAM,C114,20,0,0,193,137.68,01-05-2021,H&H PHARMA (COSMECEUTICAL),VEGAVAAN PHARMA      SECUNDERABAD,30
H&HHLC,HHLITE CREAM,C114,25,0,0,193,137.68,01-05-2021,H&H PHARMA (COSMECEUTICAL),VEGAVAAN PHARMA      SECUNDERABAD,30
ASAZS,ARISTOZYME SYR,D78M069,33,0,0,95,67.86,01-05-2021,ARISTO (MAIN FORCE-2),VIJAYA DURGA AGENCIES   VIJAYAWADA,23
ASMCV,MEGA-CV 625 TABS,M634M269,3,5,1,156.37,111.7,01-05-2021,ARISTO (MAIN FORCE-2),VIJAYA DURGA AGENCIES   VIJAYAWADA,23
ASMCD,MEGA-CV DRY SYRUP,M636M119,63,5,1,59.47,42.48,01-05-2021,ARISTO (MAIN FORCE-2),VIJAYA DURGA AGENCIES   VIJAYAWADA,23
LUONA,OPTINEURON AMP***,A19671VP,890,0,0,9.15,6.54,01-05-2021,LUPIN,VIJAYA DURGA AGENCIES   VIJAYAWADA,23
RARTB,REVITAL H CAPS BOT ***,EMU2423,19,0,0,280,189.83,01-05-2021,RANBAXY-2,VIJAYA DURGA AGENCIES   VIJAYAWADA,23
KNSXT,SURBEX -XT TABS,GEE0075,72,0,0,108.24,77.31,01-05-2021,ABBOTT (CONSUMER CARE),VIJAYA DURGA AGENCIES   VIJAYAWADA,23
CYDP5,DEPIN 5MG CAP,M918042,-17,0,0,64.4,46,01-05-2021,ZYDUS CADILA,ZYDUS HEALTHCARE LIMITED      HYDERABAD,16
CADDX,DEXONA AMP,CBV1675,1740,0,0,10.21,7.29,01-05-2021,ZYDUS GEO,ZYDUS HEALTHCARE LIMITED      HYDERABAD,16
CYOGN,OXALGIN NANOGEL,I904744,19,10,1,119.5,85.36,01-05-2021,ZYDUS CADILA,ZYDUS HEALTHCARE LIMITED      HYDERABAD,16
GLEBIL,BILAZAP TABS,BTB190608,50,0,0,129,92.14,01-05-2021,GLNMARK(MAJESTA),ZYDUS HEALTHCARE LIMITED      HYDERABAD,16
GACT5,CEFTUM 500MG CAPS,MA579,1,0,0,392,280,01-05-2021,GLAXOSMITHKLINE(INGENIUM),ZYDUS HEALTHCARE LIMITED      HYDERABAD,16
GEE5T,ELTROXIN 50MG TAB,NB400,20,0,0,78.33,55.95,01-05-2021,GLAXOSMITHKLINE(INGENIUM),ZYDUS HEALTHCARE LIMITED      HYDERABAD,16
SUNHI,HISTAC RD CAPS,ESU1050A,10,0,0,131,93.57,01-05-2021,RANBAXY(MAXXIM),ZYDUS HEALTHCARE LIMITED      HYDERABAD,16
ARELO,LORNICAM PLUS-4 TABS,M889F019,6,0,0,48.6,34.71,01-05-2021,ARISTO (MAIN FORCE 3),ZYDUS HEALTHCARE LIMITED      HYDERABAD,16
JBMAXAN2,METROGYL ER TABS,G6E9004,6,0,0,53.88,38.49,01-05-2021,J.B. CHE&PHARMA LIMITED  (DIVA),ZYDUS HEALTHCARE LIMITED      HYDERABAD,16
MKNFR,NUFORCE-50 TABS,H3IAS002,70,9,1,19.98,14.27,01-05-2021,MANKIND PHARMA LTD.,ZYDUS HEALTHCARE LIMITED      HYDERABAD,16
MANO4,OLMETIME 40 TABS,F6AHS007,10,0,0,97.42,69.59,01-05-2021,MANKIND(FUTURE),ZYDUS HEALTHCARE LIMITED      HYDERABAD,16
DROAM,OLSERTAIN-AM TABS,G19OAA005,21,0,0,154,110,01-05-2021,DR.REDDY`S LAB`S(XENURA),ZYDUS HEALTHCARE LIMITED      HYDERABAD,16
DROM4,OMEZ-40MG TAB,E901173,4,0,0,91.23,65.17,01-05-2021,DR.REDDY`S LAB`S(AQURA+SG),ZYDUS HEALTHCARE LIMITED      HYDERABAD,16
ASONT,ORNOF 700MG TAB,S362F049,6,5,1,108.9,77.78,01-05-2021,ARISTO PHARMA,ZYDUS HEALTHCARE LIMITED      HYDERABAD,16
BIOSSY2,SYSNAC TH TABS,GT190774,4,5,1,149,111.4,01-05-2021,BIOSYS HEALTH CARE,ZYDUS HEALTHCARE LIMITED      HYDERABAD,16
MANT8,TELMIKIND-80MG TABS,E5ALS021,1,0,0,67.62,48.3,01-05-2021,MANKIND PHARMA LTD.,ZYDUS HEALTHCARE LIMITED      HYDERABAD,16
NOVGE,VOVERAN 50 GE  TABS,196023MB,108,0,0,94.5,67.5,01-05-2021,NOVARTIS INDIA LTD.(MPBU),ZYDUS HEALTHCARE LIMITED      HYDERABAD,16
WALLGP,WALAPHAGE G-2 TABS,GGR9010,4,0,0,102.3,73.07,01-05-2021,WALLACE PHARMA,ZYDUS HEALTHCARE LIMITED      HYDERABAD,16
WOWDO,WOKADINE ONT,TCC9005,10,9,1,119,85,01-05-2021,DR.REDDY`S LAB (WOCKHARDT),ZYDUS HEALTHCARE LIMITED      HYDERABAD,16
CIFFR,FORACORT FORTE ROTACAPS,BA93372,5,0,0,348.48,248.91,30-04-2021,CIPLA(RESP 2),CIPLA LIMITED  HYDERABAD,6
CIGPD,GATIQUIN P EYE DROPS,DZ9064,11,0,0,124.63,89.02,30-04-2021,CIPLA(ETOPIA),CIPLA LIMITED  HYDERABAD,6
CIMX5,METOLAR-XR 50MG CAP,BA93849,17,0,0,94.79,67.71,30-04-2021,CIPLA(VITALIS 1),CIPLA LIMITED  HYDERABAD,6
CIPB6,STON 1 B6 TAB,GL9343,30,0,0,77,55,30-04-2021,CIPLA(UROLOGY),CIPLA LIMITED  HYDERABAD,6
DXOT2,OLSERTAIN-20MG TABS,G19OSA031,30,0,0,81,57.86,30-04-2021,DR.REDDY`S LAB`S(XENURA),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
MACA/,AMLOVAS M 5/25,KAM901A,11,0,0,85.5,61.07,30-04-2021,MACLEODS (PROCARE) CV,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,5
MFLIPF5T,LIPIROSE-F 5 TAB,A9GOS002,9,0,0,124.7,89.07,30-04-2021,MANKIND(FUTURE),MANKIND PHARMA (FUTURE)HYDERABAD,68
UNIME,METRIDE 1MG TABS,2FG1F050,12,0,0,87.15,62.25,30-04-2021,TORRENT (CV LIFE),TORRENT PHARMACEUTICALS LTD   HYDERABAD,24
LPLSK,SKINLITE CREAM,I000859,3,0,0,247.8,177,30-04-2021,ZYDUS GEO,ZYDUS HEALTHCARE LIMITED      HYDERABAD,16
ALEAL,AL5ZYME CAPS,EE9249016,30,0,0,92.1,65.78,01-04-2021,ALEMBIC LTD(MAXIS DIVISION),ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,35
ALEBR,BROZEET LS DROPS,EH9692031,30,0,0,53.9,38.5,01-04-2021,ALEMBIC LTD(MAXIS DIVISION),ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,35
ALEBR,BROZEET LS DROPS,EH9692031,60,0,0,53.9,38.5,01-04-2021,ALEMBIC LTD(MAXIS DIVISION),ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,35
ACSK2,SHARKOFERROL SMALL,EH9571007,35,0,0,150.55,107.54,01-04-2021,ALEMBIC LTD(PHARMA),ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,35
ALAZG,A TO Z GOLD SOFT CAP,NAZG9017IA,11,0,0,155,105.09,01-04-2021,ALKEM (PHARMA),ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS,18
ALEA2,A TO Z-NS SYRUP,AZS19258GH,25,0,0,146,98.98,01-04-2021,ALKEM (PHARMA),ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS,18
AUAPL,ALPROVIT PLUS SYP,APS19021C,60,10,1,140,100,01-04-2021,ALKEM (ARISE),ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS,18
ARIOC,OMNICEF O CV 200 DT TABS,B750L019,30,5,1,298.85,213.46,01-04-2021,ARISTO (MAIN FORCE 3),ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,42
BEBZS,BESTOZYME SYR,D0707619,150,9,1,89.71,64.08,01-04-2021,BIOLOGICAL E.LIMITED,"BIOLOGICAL E, LIMITED         HYDERABAD",60
BEBDS,BETHADOXIN-12 M SYR,D1107919,150,9,1,92.86,66.33,01-04-2021,BIOLOGICAL E.LIMITED,"BIOLOGICAL E, LIMITED         HYDERABAD",60
BLMGA,MEGO AMP,ZQY1908,100,4,1,18,12.86,01-04-2021,BLUECROSS-LABS(GOLDCROSS) LTD,BLUE CROSS LABORATORIES PVT LTHYDERABAD,55
BLMGA,MEGO AMP,ZQY1908,300,4,1,18,12.86,01-04-2021,BLUECROSS-LABS(GOLDCROSS) LTD,BLUE CROSS LABORATORIES PVT LTHYDERABAD,55
BCMXC,MEGO-XL CAP,ZMJ1905,17,0,0,88,62.86,01-04-2021,BLUECROSS-LABS(GOLDCROSS) LTD,BLUE CROSS LABORATORIES PVT LTHYDERABAD,55
BCMXC,MEGO-XL CAP,ZMJ1905,50,0,0,88,62.86,01-04-2021,BLUECROSS-LABS(GOLDCROSS) LTD,BLUE CROSS LABORATORIES PVT LTHYDERABAD,55
BCRP2,R-PPI 20MG TABS,ZEN1910,20,0,0,34.5,24.64,01-04-2021,BLUECROSS-LABS(GOLDCROSS) LTD,BLUE CROSS LABORATORIES PVT LTHYDERABAD,55
CIADS,ADVENT DRY SYRUP,AFC9193,20,9,1,59.42,42.44,01-04-2021,CIPLA(NURTURE 1),CIPLA LIMITED  HYDERABAD,6
CIPLAAS,ASTHALIN DX SYRUP,CECK1930,46,10,1,72.6,51.85,01-04-2021,CIPLA (CRESTA),CIPLA LIMITED  HYDERABAD,6
CIFR2,FAROBACT 200MG TABS,FRB191130,10,0,0,520.9,372.07,01-04-2021,CIPLA (INSPIRA),CIPLA LIMITED  HYDERABAD,6
CIPLU2,FAROBACT 300 ER TABS,FRT191104,10,0,0,572,408.57,01-04-2021,CIPLA (CRESTA),CIPLA LIMITED  HYDERABAD,6
CIGQD,GATIQUIN EYE DROPS,DZ9031,7,0,0,62.7,44.79,01-04-2021,CIPLA,CIPLA LIMITED  HYDERABAD,6
CIGN3,GINETEE 35MG TAB,GH90940,17,0,0,326.02,260.81,01-04-2021,CIPLA(SPECIALITY),CIPLA LIMITED  HYDERABAD,6
CIMX2,METOLAR-XR 25MG CAP,BA91805,13,0,0,66.3,47.36,01-04-2021,CIPLA(VITALIS 1),CIPLA LIMITED  HYDERABAD,6
CIPB6,STON 1 B6 TAB,GL9338,8,0,0,77,55,01-04-2021,CIPLA(UROLOGY),CIPLA LIMITED  HYDERABAD,6
PTZPS,ZIPRAX 50DRY SYP,EI90208,4,10,1,47.47,33.9,01-04-2021,CIPLA(NURTURE 1),CIPLA LIMITED  HYDERABAD,6
136634,BECELAC FORTZ CAP,58CBF409,22,0,0,72.6,51.86,01-04-2021,DR.REDDY`S LAB`S(PRIDE),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
DRRHS,REDIHEALTH SYRUP,BRH9030,30,5,1,170.5,121.78,01-04-2021,DR.REDDY`S LAB`S(PRIDE),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
DCRXS,RIFLUX SYR,9039E,14,0,0,62.7,44.78,01-04-2021,DR.REDDY`S LAB`S(PRIDE),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
DCRXS,RIFLUX SYR,9040E,24,0,0,62.7,44.78,01-04-2021,DR.REDDY`S LAB`S(PRIDE),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
